Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Recommended age group (product.metafields.shopify.recommended-age-group),Toy/Game material (product.metafields.shopify.toy-game-material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
cotton-candy-flavouring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/cotton-candy-flavouring-floss-mix-artificial-halifax-rent-wholesale_7.jpg?v=1673895895,7,"",,,,,,,,,,,,,,,,,,,,,,,
cotton-candy-flavouring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/cotton-candy-flavouring-floss-mix-artificial-halifax-rent-wholesale_8.jpg?v=1673895893,8,"",,,,,,,,,,,,,,,,,,,,,,,
cotton-candy-flavouring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/cotton-candy-flavouring-floss-mix-artificial-halifax-rent-wholesale_9.jpg?v=1673895890,9,"",,,,,,,,,,,,,,,,,,,,,,,
cotton-candy-flavouring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/cotton-candy-flavouring-floss-mix-artificial-halifax-rent-wholesale_10.jpg?v=1673895890,10,"",,,,,,,,,,,,,,,,,,,,,,,
cotton-candy-flavouring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/cotton-candy-flavouring-floss-mix-artificial-halifax-rent-wholesale_11.jpg?v=1673895892,11,"",,,,,,,,,,,,,,,,,,,,,,,
cotton-candy-flavouring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/cotton-candy-flavouring-floss-mix-artificial-halifax-rent-wholesale_12.jpg?v=1673895889,12,"",,,,,,,,,,,,,,,,,,,,,,,
cotton-candy-flavouring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/cotton-candy-flavouring-floss-mix-artificial-halifax-rent-wholesale_13.jpg?v=1673895889,13,"",,,,,,,,,,,,,,,,,,,,,,,
cotton-candy-flavouring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/cotton-candy-flavouring-floss-mix-artificial-halifax-rent-wholesale_14.jpg?v=1673895897,14,"",,,,,,,,,,,,,,,,,,,,,,,
cotton-candy-flavouring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/cotton-candy-flavouring-floss-mix-artificial-halifax-rent-wholesale_15.jpg?v=1673895891,15,"",,,,,,,,,,,,,,,,,,,,,,,
cotton-candy-flavouring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/cotton-candy-flavouring-floss-mix-artificial-halifax-rent-wholesale_16.jpg?v=1673895896,16,"",,,,,,,,,,,,,,,,,,,,,,,
cotton-candy-flavouring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/cotton-candy-flavouring-floss-mix-artificial-halifax-rent-wholesale_17.jpg?v=1673895889,17,"",,,,,,,,,,,,,,,,,,,,,,,
cotton-candy-flavouring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/cotton-candy-flavouring-floss-mix-artificial-halifax-rent-wholesale_18.jpg?v=1673895893,18,"",,,,,,,,,,,,,,,,,,,,,,,
cotton-candy-flavouring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/cotton-candy-flavouring-floss-mix-artificial-halifax-rent-wholesale_19.jpg?v=1673895895,19,"",,,,,,,,,,,,,,,,,,,,,,,
cotton-candy-flavouring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/cotton-candy-flavouring-floss-mix-artificial-halifax-rent-wholesale_20.jpg?v=1673895892,20,"",,,,,,,,,,,,,,,,,,,,,,,
cotton-candy-flavouring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/cotton-candy-flavouring-floss-mix-artificial-halifax-rent-wholesale_21.jpg?v=1673895896,21,"",,,,,,,,,,,,,,,,,,,,,,,
cotton-candy-flavouring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/cotton-candy-flavouring-floss-mix-artificial-halifax-rent-wholesale_22.jpg?v=1673895891,22,"",,,,,,,,,,,,,,,,,,,,,,,
cotton-candy-flavouring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/cotton-candy-flavouring-floss-mix-artificial-halifax-rent-wholesale_23.jpg?v=1673895895,23,"",,,,,,,,,,,,,,,,,,,,,,,
cotton-candy-machine,Cotton Candy Machine,"<p>A hit at parties and events! You can't go wrong with cotton candy!<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Try our Cotton Candy Machine! We sell the Cotton Candy Sugar Mixtures and Paper Cones as well! We offer pink (cherry) and blue (blue raspberry) flavoured sugar, with others available upon request with a minimum of one week's notice. Power Requirements – One 120 volt 15 amp circuit within 100' of the unit.</p>",Giant Promotions Online Store,"Food, Beverages & Tobacco > Food Items",Cotton Candy,"",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/cotton-candy-machine-food-catering-equipment-accesories_4.jpg?v=1673895785,1,"",false,,A hit at parties and events! You can't go wrong with cotton candy!,,,,,,,,,,,,,,,,,kg,,,active
cotton-candy-machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/cotton-candy-machine-food-catering-equipment-accesories-halifax.jpg?v=1673895787,2,"",,,,,,,,,,,,,,,,,,,,,,,
cotton-candy-machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/cotton-candy-machine-food-catering-equipment-accesories_2.jpg?v=1673895785,3,"",,,,,,,,,,,,,,,,,,,,,,,
cotton-candy-machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/cotton-candy-machine-food-catering-equipment-accesories_7.jpg?v=1673895786,4,"",,,,,,,,,,,,,,,,,,,,,,,
cotton-candy-machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/cotton-candy-machine-food-catering-equipment-accesories_8.jpg?v=1673895786,5,"",,,,,,,,,,,,,,,,,,,,,,,
cotton-candy-machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/cotton-candy-machine-food-catering-equipment-accesories_10.jpg?v=1673895785,6,"",,,,,,,,,,,,,,,,,,,,,,,
cotton-candy-cones,Cotton Candy Cones,"<p>Cotton Candy Cones make it easy to serve cotton candy. They are made of durable paper, designed specifically for cotton candy, and make for a hassle-free experience. Enjoy a classic carnival treat anytime.</p>",Giant Promotions Online Store,"Food, Beverages & Tobacco > Food Items",Cotton Candy Cones,"advertising, birthday, birthday party, canadian, car dealership, carnival, Casino, Christmas, cocktail, cotton candy, custom, events, graduation, halifax, holiday, marketing, nova scotia, outdoor, party, play, portable, promotions, rental, rentals, school, sports, wedding",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/cotton-candy-cones-catering-100-pieces-rent-halifax.jpg?v=1673895665,1,"",false,,"Cotton Candy Cones make it easy to serve cotton candy. They are made of durable paper, designed specifically for cotton candy, and make for a hassle-free experience. Enjoy a classic carnival treat anytime.",,,,,,,,,,,,,,,,,kg,,,active
cotton-candy-bags,Cotton Candy Bags,"<p>Our Cotton Candy Bags are the perfect choice for storing and carrying cotton candy. Made of high-quality plastic, these bags are the perfect size for easy handling, and offer a protective layer to retain moisture and flavor while keeping your treats secure.</p>",Giant Promotions Online Store,"Food, Beverages & Tobacco > Food Items",Bags,"baby shower, bags, birthday, birthday party, canadian, car dealership, carnival, Casino, Christmas, cocktail, cotton candy, dance party, events, graduation, halifax, indoor, marketing, nova scotia, party, promotions, rental, rentals, school, sports, wedding",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/cotton-candy-holder-ideas-pictures-to-pin-on-pinterest-cotton-candy-holder-l-09593b43311e6e79.jpg?v=1684871325,1,"",false,,Our Cotton Candy Bags are the perfect choice for storing and carrying cotton candy.,,,,,,,,,,,,,,,,,kg,,,active
cotton-candy-bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/59230481-BD75-4951-B86B-CD0B13C87A93.jpg?v=1684871325,2,"",,,,,,,,,,,,,,,,,,,,,,,
propane-bbq,Propane BBQ,"This BBQ is a great outdoor cooking solution for courtyards and balconies, backyards or decking areas. Great for your next event!<br data-mce-fragment=""1""><br data-mce-fragment=""1"">2 available<br data-mce-fragment=""1"">Powder coated steel frame, lid, fascia and side shelves<br data-mce-fragment=""1"">Easy access oil collection cup",Giant Promotions Online Store,"Food, Beverages & Tobacco",bbq,"",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/large-propane-bbq-rent-halifax.jpg?v=1679585924,1,"",false,,,,,,,,,,,,,,,,,,,kg,,,active
propane-bbq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/bbq.png?v=1679585924,2,"",,,,,,,,,,,,,,,,,,,,,,,
propane-bbq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/3.png?v=1679585924,3,"",,,,,,,,,,,,,,,,,,,,,,,
propane-bbq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/2.png?v=1679585924,4,"",,,,,,,,,,,,,,,,,,,,,,,
t-shirt-cannon,T-Shirt Cannon,"At just under 7lbs, this T-Shirt &amp; Confetti Cannon shoots to the top deck of most arenas and stadiums. Variable range of 10-300 feet, built-in regulator, pneumatic trigger, real-time velocity control gauge and large bazooka style lexan barrel. It can also be customized to accommodate launching larger promotional items.",Giant Promotions Online Store,Arts & Entertainment,Confetti Launcher,"",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/tshirt_gun.jpg?v=1673895405,1,"",false,,,,,,,,,,,,,,,,,,,kg,,,active
tiki-bar,Tiki Bar,Serve your drinks in style this summer with your own Tiki Bar,Giant Promotions Online Store,Furniture,Props,"",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/tiki-bar-corona-hawaii-bali-hai-patio-stools-wood-cedar-backyard-event-oasis-outdoor-drinks-beer-summer-bamboo-rent_1.jpg?v=1673895362,1,"",false,,,,,,,,,,,,,,,,,,,kg,,,active
tiki-bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/tiki-bar-corona-hawaii-bali-hai-patio-stools-wood-cedar-backyard-event-oasis-outdoor-drinks-beer-summer-bamboo-rent_2.jpg?v=1673895361,2,"",,,,,,,,,,,,,,,,,,,,,,,
tiki-bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/tiki-bar-corona-hawaii-bali-hai-patio-stools-wood-cedar-backyard-event-oasis-outdoor-drinks-beer-summer-bamboo-rent_3.jpg?v=1673895361,3,"",,,,,,,,,,,,,,,,,,,,,,,
tables,Tables,"",Giant Promotions Online Store,Furniture,folding tables,"",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/commercialite-profile4.webp?v=1681135571,1,"",false,,,,,,,,,,,,,,,,,,,kg,,,active
stanchions-and-rope,Stanchions and Rope,"",Giant Promotions Online Store,Arts & Entertainment,stanchions,"",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/rope-stanchions-carpet-event-grand-opening-halifax-canada-rent_1.jpg?v=1673895257,1,"",false,,,,,,,,,,,,,,,,,,,kg,,,active
stanchions-and-rope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/rope-stanchions-carpet-event-grand-opening-halifax-canada-rent_2_0bb0d1f5-1ea0-4e12-bfc8-f6b81a1ae604.jpg?v=1673895257,2,"",,,,,,,,,,,,,,,,,,,,,,,
stanchions-and-rope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/rope-stanchions-carpet-event-grand-opening-halifax-canada-rent_3_ef6e3551-729f-4b4c-bd6f-df48591fdbc6.jpg?v=1673895258,3,"",,,,,,,,,,,,,,,,,,,,,,,
stanchions-and-rope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/rope-stanchions-carpet-event-grand-opening-halifax-canada-rent_4_9735dae8-98b0-4207-b47c-2a5c74203740.jpg?v=1673895258,4,"",,,,,,,,,,,,,,,,,,,,,,,
stanchions-and-rope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/rope-stanchions-event-halifax-rent_b8b6a9d1-55c2-469a-bc3a-29a33ead629f.jpg?v=1673895258,5,"",,,,,,,,,,,,,,,,,,,,,,,
4ftx8ft-stage,Staging,"4ft x 8ft Stage. Modular and Height adjustable staging for medium to large applications<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Simple height adjustable, modular design based on the concept of the “folding leg tables”.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Adjustable To 16ft<br data-mce-fragment=""1"">Fast easy set-up by 1 person.<br data-mce-fragment=""1"">Box frame provides a wide grip for easy carrying, assembly and tear down. <br data-mce-fragment=""1""> Strong metal box frame construction around platform perimeter. <br data-mce-fragment=""1"">• Available in Black Industrial Finish and Gray Carpet Finish.",Giant Promotions Online Store,Electronics > Audio > Stage Equipment,Staging,"",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/events-equipment-stage-rugged-panel-adjustable-grey-carpet.jpg?v=1673895214,1,"",false,,,,,,,,,,,,,,,,,,,kg,,,active
4ftx8ft-stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/grey-carpet-finish.jpg?v=1673895214,2,"",,,,,,,,,,,,,,,,,,,,,,,
giant-scissors,Giant Ceremonial Scissors,"<p data-mce-fragment=""1"">Put the ""wow"" in every ribbon-cutting ceremony with our Giant Ceremonial Scissors! These massive snips are sure to make a cut above the rest and are perfect for any big event or opening. Make a giant impact with Giant Ceremonial Scissors!</p>",Giant Promotions Online Store,Arts & Entertainment,Scissors,"advertising, birthday, birthday party, business, canadian, car dealership, cocktail, countdown, dartmouth, events, fundraiser, Giant Ceremonial Scissors, graduation, halifax, holiday, indoor, marketing, nova scotia, office space, offices, party, portable, promotions, props, rally, rental, rentals, retail, school, scissors, sports, storefront, wedding",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/giant-scissors-ribbon-cutting-sisors-scisors-grand-opening-halifax-bedford-event_1.jpg?v=1673895145,1,"",false,,"Put the ""wow"" in every ribbon-cutting ceremony with our Giant Ceremonial Scissors! These massive snips are sure to make a cut above the rest and are perfect for any big event or opening. Make a giant impact with Giant Ceremonial Scissors!",,,,,,,,,,,,,,,,,kg,,,active
giant-scissors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/giant-scissors-ribbon-cutting-sisors-scisors-grand-opening-halifax-bedford-event_2.jpg?v=1673895145,2,"",,,,,,,,,,,,,,,,,,,,,,,
round-tables,Round Tables,"",Giant Promotions Online Store,Furniture,folding tables,"",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/harbour-housewares-folding-events-table-4ft-round-foldable-easy-to-store-harbour-housewares-folding-table-9505110790_1400x_84ea8a36-f9dc-4aaa-b079-d73f769fd94b.jpg?v=1673895117,1,"",false,,,,,,,,,,,,,,,,,,,kg,,,active
raffle-drum,Raffle Drum,"Our high quality professional-use Raffle Drum is made of heavy-duty gage metal to prevent denting. Holding thousands of Raffle Tickets, the smooth and consistent revolution ensures an even and effective shuffle every time.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">At Giant Promotions, we have a wide range of products to help make your event a success!<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Our high quality professional-use Raffle Drum is made of heavy-duty gage metal to prevent denting. Holding thousands of Raffle Tickets, the smooth and consistent revolution ensures an even and effective shuffle every time. The light weight design ensures easy transport. The ticket slot always sits on top for easier access. Improved design prevents tickets from falling through door. The access door secured with a sturdy latch.",Giant Promotions Online Store,Arts & Entertainment,raffle drum,"",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/71gDbvefDnL._SL1000.jpg?v=1673895072,1,"",false,,,,,,,,,,,,,,,,,,,kg,,,active
raffle-drum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/raffle_drum.jpg?v=1673895072,2,"",,,,,,,,,,,,,,,,,,,,,,,
podiums,Speaker Podium,"<p>Give your event speaker a place to be heard!<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Our speaker podium is a great way to highlight a guest speaker at your event, and can be decaled at an additional cost with your company or organization's logo to match the event!</p>",Giant Promotions Online Store,Arts & Entertainment,podium,"advertising, ANNIVERSARY, branding, business, canadian, cocktail, community, conference, custom, customize, dartmouth, equipment, event stage, events, festival, fundraiser, graduation, graphic design, halifax, holiday, indoor, marketing, nova scotia, office space, offices, podium, portable, prom, promotions, rental, rentals, retirement party, school, speaker, stage, wedding",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/event-speaker-podium-accesories-guest-decal_1.jpg?v=1673895034,1,"",false,,"Give your event speaker a place to be heard!

Our speaker podium is a great way to highlight a guest speaker at your event, and can be decaled at an additional cost with your company or organization's logo to match the event!",,,,,,,,,,,,,,,,,kg,,,active
podiums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/event-speaker-podium-accesories-guest-decal_2.jpg?v=1673895034,2,"",,,,,,,,,,,,,,,,,,,,,,,
pipes-and-drapes,Pipes and Drapes,"<p>Pipes and Drapes are an essential part of any event. They provide a neat, organized backdrop and can be easily configured to fit any space. Our pipes and drapes are made from high-quality materials for a sturdy and professional look that is sure to impress.</p>
<ul>
<li>Backdrop can be personalized</li>
<li>Black or Red</li>
<li>Width and height adjustable</li>
<li>Weighted Steel bases</li>
<li>Easily setup</li>
<li>Lightweight for easy transport</li>
</ul>",Giant Promotions Online Store,Arts & Entertainment,Pipe and Draping,"360 photo booth, advertising, backdrops, beer tent, booth, branding, business, canadian, car dealership, carnival, Christmas, cocktail, community, craft fair, custom, customize, dartmouth, decorations, draping, equipment, events, festival, fundraiser, graduation, halifax, holiday, indoor, marketing, nova scotia, party, photo booth, pipes and drapes, portable, prom, promotions, props, red carpet, rental, rentals, school, Signs, vendors, wedding",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/pipe-drape-black-steel-aluminium-easy-light-setup-backdrop-showroom-deco-prop-stand-Booth.jpg?v=1673894971,1,"",false,,"Pipes and Drapes are an essential part of any event. They provide a neat, organized backdrop and can be easily configured to fit any space. Our pipes and drapes are made from high-quality materials for a sturdy and professional look that is sure to impress.",,,,,,,,,,,,,,,,,kg,,,active
pipes-and-drapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/pipe-drape-red-steel-aluminium-easy-light-setup-backdrop-showroom-deco-prop-stand-Booth.jpg?v=1673894972,2,"",,,,,,,,,,,,,,,,,,,,,,,
pipes-and-drapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/pipe-drape-steel-aluminium-easy-light-setup-backdrop-showroom-deco-prop-stand-Line-Booth-Kit.png?v=1679494567,3,"",,,,,,,,,,,,,,,,,,,,,,,
pipes-and-drapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/pipe-drape-steel-aluminium-easy-light-setup-backdrop-showroom-deco-prop-stand_3.jpg?v=1679494567,4,"",,,,,,,,,,,,,,,,,,,,,,,
massage-chair,Massage Chair,"<p data-mce-fragment=""1"">Looking for a great addition to your waiting or sitting area? This Massage Chair is your answer! Let your clients sit back, and relax. Maybe you could sneak in a massage or two!</p>
<p data-mce-fragment=""1""></p>",Giant Promotions Online Store,Furniture > Chairs > Electric Massaging Chairs,Chairs,"business, canadian, car dealership, chairs, cocktail, community, dartmouth, equipment, fundraiser, halifax, indoor, marketing, nova scotia, office space, offices, portable, prom, promotions, rental, rentals, restaurants, retail, sales, school, storefront, vendors, wedding",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/massage-chair-rental-waiting-room-spa-relax-rent-halifax-bedford-canada_3.jpg?v=1673894929,1,"",false,,"Looking for a great addition to your waiting or sitting area? This Massage Chair is your answer! Let your clients sit back, and relax. Maybe you could sneak in a massage or two!",,,,,,,,,,,,,,,,,kg,,,active
massage-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/massage-chair-rental-waiting-room-spa-relax-rent-halifax-bedford-canada_2.jpg?v=1681396800,2,"",,,,,,,,,,,,,,,,,,,,,,,
massage-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/massage-chair-rental-waiting-room-spa-relax-rent-halifax-bedford-canada-quantum_1.jpg?v=1673894928,3,"",,,,,,,,,,,,,,,,,,,,,,,
massage-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/massage-chair-rental-waiting-room-spa-relax-rent-halifax-bedford-canada-quantum_2.jpg?v=1673894928,4,"",,,,,,,,,,,,,,,,,,,,,,,
massage-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/massage-chair-rental-waiting-room-spa-relax-rent-halifax-bedford-canada-quantum_3.jpg?v=1673894928,5,"",,,,,,,,,,,,,,,,,,,,,,,
led-stantions,LED Stanchions,"<p>Light up your event with these fun LED stanchions! With a variety of LED colors to choose from, you can create an atmosphere to fit any occasion! No party is complete without these vibrant beacons showin' off your party's style. Light up your special events with our LED Stanchions!</p>",Giant Promotions Online Store,Arts & Entertainment,stanchions,"advertising, ANNIVERSARY, backyard, birthday, birthday party, branding, business, canada day, canadian, car dealership, carnival, Casino, chinese new year, Christmas, cocktail, columns, community, custom, customize, dance club, dance party, dartmouth, decorations, Digital, dj lighting, equipment, events, fantasy, fundraiser, graduation, halifax, holiday, indoor, las vegas, LED, lighting, marketing, mobile, nova scotia, outdoor, party, photo op, portable, promotions, props, rainbow, red carpet, rental, rentals, retail, retirement party, school, stanchions, storefront, wedding",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/led-stanchions-lytepost-velvet-carpet-events-rent_3.jpg?v=1688498500,1,"",false,,"Light up your event with these fun LED stanchions! With a variety of LED colors to choose from, you can create an atmosphere to fit any occasion! No party is complete without these vibrant beacons showin' off your party's style. Light up your special events with our LED Stanchions!",,,,,,,,,,,,,,,,,kg,,,active
led-stantions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/Features.jpg?v=1688498500,2,"",,,,,,,,,,,,,,,,,,,,,,,
led-stantions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/Features2.jpg?v=1688498500,3,"",,,,,,,,,,,,,,,,,,,,,,,
led-stantions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/LED-Stanchions-Purple-2.jpg?v=1688498500,4,"",,,,,,,,,,,,,,,,,,,,,,,
led-stantions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/LED-lighted-stanchions.jpg?v=1688498500,5,"",,,,,,,,,,,,,,,,,,,,,,,
firework-machine,Indoor Fireworks Columns,"<p>Add a touch of sparkle and sizzle to your next event with our Fireworks Columns! These indoor cold-spark fountains will shoot up to 8' tall, creating an awe-inspiring show of light and flare that will leave your guests in awe! Get ready for the most festive party of the year! Boom! Pow! Wow!</p>",Giant Promotions Online Store,Arts & Entertainment > Party & Celebration > Party Supplies > Fireworks & Firecrackers,Columns,"advertising, birthday, birthday party, canadian, carnival, Casino, Christmas, cocktail, dance party, dartmouth, events, fireworks, fundraiser, graduation, halifax, halloween, holiday, indoor, lighting, magical, marketing, nova scotia, party, portable, promotions, rental, rentals, retail, school, sparklers, sports, wedding, winter",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/cold-spark-fountain-pyro-sparktacular-wedding-machine-smokeless-smellless-indoor-fireworks-stage-event-halifax_4.jpg?v=1678484373,1,"",false,,"Add a touch of sparkle and sizzle to your next event with our Fireworks Columns! These indoor cold-spark fountains will shoot up to 8' tall, creating an awe-inspiring show of light and flare that will leave your guests in awe! Get ready for the most festive party of the year! Boom! Pow! Wow!",,,,,,,,,,,,,,,,,kg,,,active
